film_id,name,city,rental_count
610,Family,Lethbridge,9
727,Family,Lethbridge,9
913,New,Lethbridge,9
453,Sports,Lethbridge,9
383,Sports,Lethbridge,9
440,Foreign,Woodridge,9
503,Sports,Lethbridge,9
44,Sci-Fi,Woodridge,9
132,Sci-Fi,Woodridge,9
908,Foreign,Woodridge,9
870,Horror,Lethbridge,9
454,Music,Lethbridge,9
435,Foreign,Lethbridge,9
565,Foreign,Lethbridge,9
30,Horror,Lethbridge,9
240,Sci-Fi,Woodridge,9
984,Foreign,Lethbridge,9
264,Games,Woodridge,9
381,Games,Woodridge,9
438,Games,Woodridge,9
560,Games,Woodridge,9
591,Games,Woodridge,9
983,Music,Lethbridge,9
934,Games,Woodridge,9
620,Sci-Fi,Woodridge,9
45,New,Woodridge,9
211,Games,Lethbridge,9
54,Music,Woodridge,9
714,Sci-Fi,Woodridge,9
624,Games,Lethbridge,9
747,Games,Lethbridge,9
842,Games,Lethbridge,9
861,Games,Lethbridge,9
13,Horror,Woodridge,9
645,Travel,Woodridge,9
39,Sci-Fi,Lethbridge,9
49,Sci-Fi,Lethbridge,9
415,Horror,Woodridge,9
216,New,Woodridge,9
