payment_id,customer_id,staff_id,rental_id,amount,pay_date,last_update_date
518,20,2,2136,3.99,2005-06-17,2006-02-15
519,20,2,2343,4.99,2005-06-18,2006-02-15
520,20,1,3350,4.99,2005-06-21,2006-02-15
521,20,2,4011,3.99,2005-07-07,2006-02-15
522,20,1,4407,2.99,2005-07-07,2006-02-15
523,20,1,5718,2.99,2005-07-10,2006-02-15
524,20,1,6254,2.99,2005-07-11,2006-02-15
525,20,2,6267,6.99,2005-07-11,2006-02-15
526,20,2,7217,4.99,2005-07-27,2006-02-15
527,20,2,7864,5.99,2005-07-28,2006-02-15
528,20,2,8127,2.99,2005-07-28,2006-02-15
529,20,2,9075,4.99,2005-07-30,2006-02-15
530,20,2,9468,3.99,2005-07-30,2006-02-15
531,20,2,10284,4.99,2005-08-01,2006-02-15
532,20,1,10616,7.99,2005-08-01,2006-02-15
533,20,1,10954,1.99,2005-08-02,2006-02-15
534,20,1,11821,0.99,2005-08-17,2006-02-15
535,20,1,12180,0.99,2005-08-18,2006-02-15
536,20,2,13036,4.99,2005-08-19,2006-02-15
537,20,1,13137,4.99,2005-08-19,2006-02-15
538,20,2,13317,2.99,2005-08-19,2006-02-15
539,20,2,14613,2.99,2005-08-21,2006-02-15
540,20,2,15057,6.99,2005-08-22,2006-02-15
541,20,1,15161,1.99,2005-08-22,2006-02-15
542,20,2,15248,0.99,2005-08-22,2006-02-15
543,20,1,15460,2.99,2005-08-23,2006-02-15
544,21,1,260,3.99,2005-05-26,2006-02-15
545,21,2,463,3.99,2005-05-27,2006-02-15
546,21,1,570,0.99,2005-05-28,2006-02-15
547,21,2,2235,7.99,2005-06-18,2006-02-15
548,21,1,2268,4.99,2005-06-18,2006-02-15
549,21,1,2393,2.99,2005-06-18,2006-02-15
550,21,2,2830,4.99,2005-06-19,2006-02-15
551,21,1,3212,10.99,2005-06-21,2006-02-15
552,21,2,5107,4.99,2005-07-09,2006-02-15
553,21,1,5772,3.99,2005-07-10,2006-02-15
554,21,1,5961,2.99,2005-07-10,2006-02-15
555,21,2,6943,1.99,2005-07-26,2006-02-15
556,21,1,7994,0.99,2005-07-28,2006-02-15
557,21,2,8196,6.99,2005-07-28,2006-02-15
558,21,2,8862,2.99,2005-07-29,2006-02-15
559,21,2,9149,0.99,2005-07-30,2006-02-15
560,21,1,9699,5.99,2005-07-31,2006-02-15
561,21,2,10570,4.99,2005-08-01,2006-02-15
562,21,1,10734,0.99,2005-08-01,2006-02-15
563,21,2,11072,0.99,2005-08-02,2006-02-15
564,21,2,11970,0.99,2005-08-17,2006-02-15
565,21,2,12131,2.99,2005-08-17,2006-02-15
566,21,2,12660,4.99,2005-08-18,2006-02-15
567,21,1,12774,6.99,2005-08-18,2006-02-15
568,21,1,13381,2.99,2005-08-19,2006-02-15
569,21,2,13399,4.99,2005-08-19,2006-02-15
570,21,1,13411,4.99,2005-08-19,2006-02-15
571,21,1,13463,8.99,2005-08-20,2006-02-15
572,21,1,13699,9.99,2005-08-20,2006-02-15
573,21,1,13740,4.99,2005-08-20,2006-02-15
574,21,2,14077,8.99,2005-08-20,2006-02-15
575,21,2,14161,2.99,2005-08-21,2006-02-15
576,21,2,14446,2.99,2005-08-21,2006-02-15
577,21,1,14869,4.99,2005-08-22,2006-02-15
578,21,1,14933,2.99,2006-02-14,2006-02-15
579,22,1,370,4.99,2005-05-27,2006-02-15
580,22,1,556,4.99,2005-05-28,2006-02-15
581,22,2,820,8.99,2005-05-29,2006-02-15
582,22,1,3419,2.99,2005-06-21,2006-02-15
583,22,2,4215,2.99,2005-07-07,2006-02-15
584,22,1,5294,6.99,2005-07-09,2006-02-15
585,22,1,5815,2.99,2005-07-10,2006-02-15
586,22,1,7087,4.99,2005-07-27,2006-02-15
587,22,1,7705,7.99,2005-07-28,2006-02-15
588,22,2,9410,0.99,2005-07-30,2006-02-15
589,22,1,9580,4.99,2005-07-31,2006-02-15
590,22,1,12023,5.99,2005-08-17,2006-02-15
591,22,1,12124,2.99,2005-08-17,2006-02-15
592,22,2,12809,0.99,2005-08-19,2006-02-15
593,22,2,13060,9.99,2005-08-19,2006-02-15
594,22,1,14056,2.99,2005-08-20,2006-02-15
595,22,1,14564,6.99,2005-08-21,2006-02-15
596,22,1,15134,7.99,2005-08-22,2006-02-15
597,22,1,15589,6.99,2005-08-23,2006-02-15
598,22,1,15658,4.99,2005-08-23,2006-02-15
599,22,1,15793,4.99,2005-08-23,2006-02-15
600,22,1,12222,4.99,2006-02-14,2006-02-15
601,23,1,129,8.99,2005-05-25,2006-02-15
602,23,1,654,2.99,2005-05-28,2006-02-15
603,23,2,1090,0.99,2005-05-31,2006-02-15
604,23,1,2753,1.99,2005-06-19,2006-02-15
605,23,1,2827,0.99,2005-06-19,2006-02-15
606,23,1,3015,5.99,2005-06-20,2006-02-15
607,23,1,3055,4.99,2005-06-20,2006-02-15
608,23,1,3461,2.99,2005-06-21,2006-02-15
609,23,2,3736,3.99,2005-07-06,2006-02-15
610,23,2,3781,2.99,2005-07-06,2006-02-15
611,23,2,4853,2.99,2005-07-08,2006-02-15
612,23,1,6213,2.99,2005-07-11,2006-02-15
613,23,1,6238,2.99,2005-07-11,2006-02-15
614,23,2,6917,5.99,2005-07-12,2006-02-15
615,23,1,7155,7.99,2005-07-27,2006-02-15
616,23,1,8015,2.99,2005-07-28,2006-02-15
617,23,2,8718,0.99,2005-07-29,2006-02-15
618,23,2,9209,5.99,2005-07-30,2006-02-15
619,23,2,9255,9.99,2005-07-30,2006-02-15
620,23,2,9718,3.99,2005-07-31,2006-02-15
621,23,1,10132,6.99,2005-07-31,2006-02-15
622,23,1,10898,2.99,2005-08-02,2006-02-15
623,23,2,11501,2.99,2005-08-16,2006-02-15
624,23,2,13290,2.99,2005-08-19,2006-02-15
625,23,2,13331,4.99,2005-08-19,2006-02-15
626,23,2,13429,6.99,2005-08-19,2006-02-15
627,23,2,13511,0.99,2005-08-20,2006-02-15
628,23,2,13557,0.99,2005-08-20,2006-02-15
629,23,2,14482,2.99,2005-08-21,2006-02-15
630,23,2,15532,2.99,2006-02-14,2006-02-15
631,24,2,1007,6.99,2005-05-31,2006-02-15
632,24,2,1077,2.99,2005-05-31,2006-02-15
633,24,1,1716,2.99,2005-06-16,2006-02-15
634,24,1,2070,2.99,2005-06-17,2006-02-15
635,24,2,2116,4.99,2005-06-17,2006-02-15
636,24,1,2451,5.99,2005-06-18,2006-02-15
637,24,2,2963,7.99,2005-06-20,2006-02-15
638,24,2,3649,7.99,2005-07-06,2006-02-15
639,24,2,4378,2.99,2005-07-07,2006-02-15
640,24,1,5310,0.99,2005-07-09,2006-02-15
641,24,2,5648,0.99,2005-07-10,2006-02-15
642,24,1,6855,4.99,2005-07-12,2006-02-15
643,24,1,7266,1.99,2005-07-27,2006-02-15
644,24,1,8947,4.99,2005-07-30,2006-02-15
645,24,1,9723,0.99,2005-07-31,2006-02-15
646,24,2,9925,0.99,2005-07-31,2006-02-15
647,24,2,10491,2.99,2005-08-01,2006-02-15
648,24,1,11209,2.99,2005-08-02,2006-02-15
649,24,2,11546,2.99,2005-08-17,2006-02-15
650,24,2,12165,8.99,2005-08-18,2006-02-15
651,24,1,12745,2.99,2005-08-18,2006-02-15
652,24,1,12999,1.99,2005-08-19,2006-02-15
653,24,2,13058,4.99,2005-08-19,2006-02-15
654,24,1,13247,0.99,2005-08-19,2006-02-15
655,24,2,15357,4.99,2005-08-22,2006-02-15
656,25,1,90,7.99,2005-05-25,2006-02-15
657,25,2,1033,2.99,2005-05-31,2006-02-15
658,25,1,1338,4.99,2005-06-15,2006-02-15
659,25,1,1365,2.99,2005-06-15,2006-02-15
660,25,2,1754,6.99,2005-06-16,2006-02-15
661,25,2,2625,8.99,2005-06-19,2006-02-15
662,25,1,2901,4.99,2005-06-20,2006-02-15
663,25,1,3447,4.99,2005-06-21,2006-02-15
664,25,1,4282,2.99,2005-07-07,2006-02-15
665,25,1,4319,0.99,2005-07-07,2006-02-15
666,25,2,4404,2.99,2005-07-07,2006-02-15
667,25,1,5881,2.99,2005-07-10,2006-02-15
668,25,1,6653,4.99,2005-07-12,2006-02-15
669,25,2,6905,2.99,2005-07-12,2006-02-15
670,25,2,8667,2.99,2005-07-29,2006-02-15
671,25,2,8878,0.99,2005-07-30,2006-02-15
672,25,1,9140,8.99,2005-07-30,2006-02-15
673,25,2,9334,2.99,2005-07-30,2006-02-15
674,25,2,9922,2.99,2005-07-31,2006-02-15
675,25,2,10103,2.99,2005-07-31,2006-02-15
676,25,1,10324,5.99,2005-08-01,2006-02-15
677,25,2,10860,2.99,2005-08-02,2006-02-15
678,25,1,10916,2.99,2005-08-02,2006-02-15
679,25,1,11642,0.99,2005-08-17,2006-02-15
680,25,1,12922,0.99,2005-08-19,2006-02-15
681,25,1,14193,4.99,2005-08-21,2006-02-15
682,25,1,14236,4.99,2005-08-21,2006-02-15
683,25,1,15512,0.99,2005-08-23,2006-02-15
684,25,1,15972,5.99,2005-08-23,2006-02-15
685,26,1,796,2.99,2005-05-29,2006-02-15
686,26,2,1105,2.99,2005-05-31,2006-02-15
687,26,1,1440,5.99,2005-06-15,2006-02-15
688,26,2,1706,4.99,2005-06-16,2006-02-15
689,26,1,2093,9.99,2005-06-17,2006-02-15
690,26,2,2416,3.99,2005-06-18,2006-02-15
691,26,2,2421,6.99,2005-06-18,2006-02-15
692,26,1,2532,4.99,2005-06-19,2006-02-15
693,26,1,2745,4.99,2005-06-19,2006-02-15
694,26,1,4065,2.99,2005-07-07,2006-02-15
695,26,1,4274,4.99,2005-07-07,2006-02-15
696,26,1,4382,4.99,2005-07-07,2006-02-15
697,26,2,4402,0.99,2005-07-07,2006-02-15
698,26,1,4431,6.99,2005-07-07,2006-02-15
699,26,1,4536,3.99,2005-07-08,2006-02-15
700,26,1,4641,6.99,2005-07-08,2006-02-15
701,26,1,5437,2.99,2005-07-09,2006-02-15
702,26,1,6149,1.99,2005-07-11,2006-02-15
703,26,2,6243,2.99,2005-07-11,2006-02-15
704,26,2,7328,0.99,2005-07-27,2006-02-15
705,26,1,8241,4.99,2005-07-29,2006-02-15
706,26,1,9484,0.99,2005-07-30,2006-02-15
707,26,1,10386,3.99,2005-08-01,2006-02-15
708,26,1,10996,3.99,2005-08-02,2006-02-15
709,26,2,11314,2.99,2005-08-02,2006-02-15
710,26,1,11338,0.99,2005-08-02,2006-02-15
711,26,1,11744,5.99,2005-08-17,2006-02-15
712,26,2,13111,4.99,2005-08-19,2006-02-15
713,26,2,14183,4.99,2005-08-21,2006-02-15
714,26,2,14192,8.99,2005-08-21,2006-02-15
715,26,2,14603,1.99,2005-08-21,2006-02-15
716,26,1,14677,7.99,2005-08-21,2006-02-15
717,26,1,15384,2.99,2005-08-22,2006-02-15
718,26,1,15722,7.99,2005-08-23,2006-02-15
719,27,2,787,2.99,2005-05-29,2006-02-15
720,27,1,1310,4.99,2005-06-15,2006-02-15
721,27,2,1480,4.99,2005-06-15,2006-02-15
722,27,2,1699,2.99,2005-06-16,2006-02-15
723,27,2,1960,3.99,2005-06-17,2006-02-15
724,27,2,2512,2.99,2005-06-18,2006-02-15
725,27,1,2815,4.99,2005-06-19,2006-02-15
726,27,1,3038,1.99,2005-06-20,2006-02-15
727,27,2,3420,3.99,2005-06-21,2006-02-15
728,27,2,4038,0.99,2005-07-07,2006-02-15
729,27,1,4510,5.99,2005-07-08,2006-02-15
730,27,1,5552,0.99,2005-07-10,2006-02-15
731,27,1,5736,4.99,2005-07-10,2006-02-15
732,27,2,6115,0.99,2005-07-11,2006-02-15
733,27,2,6562,5.99,2005-07-12,2006-02-15
734,27,2,6658,4.99,2005-07-12,2006-02-15
735,27,1,7927,1.99,2005-07-28,2006-02-15
736,27,2,9244,0.99,2005-07-30,2006-02-15
737,27,2,9636,5.99,2005-07-31,2006-02-15
738,27,1,9673,7.99,2005-07-31,2006-02-15
739,27,1,9908,4.99,2005-07-31,2006-02-15
740,27,1,10794,7.99,2005-08-01,2006-02-15
741,27,1,10852,4.99,2005-08-02,2006-02-15
742,27,1,11234,0.99,2005-08-02,2006-02-15
743,27,1,11661,8.99,2005-08-17,2006-02-15
744,27,2,11740,6.99,2005-08-17,2006-02-15
745,27,2,12021,5.99,2005-08-17,2006-02-15
746,27,2,12461,0.99,2005-08-18,2006-02-15
747,27,1,12531,2.99,2005-08-18,2006-02-15
748,27,2,13816,4.99,2005-08-20,2006-02-15
749,27,1,15048,0.99,2005-08-22,2006-02-15
750,28,2,388,2.99,2005-05-27,2006-02-15
751,28,1,868,2.99,2005-05-30,2006-02-15
752,28,2,1240,2.99,2005-06-15,2006-02-15
753,28,1,1543,4.99,2005-06-16,2006-02-15
754,28,2,2299,3.99,2005-06-18,2006-02-15
755,28,2,2604,0.99,2005-06-19,2006-02-15
756,28,1,3231,0.99,2005-06-21,2006-02-15
757,28,1,3845,0.99,2005-07-06,2006-02-15
758,28,2,4704,0.99,2005-07-08,2006-02-15
759,28,2,4951,4.99,2005-07-08,2006-02-15
760,28,2,5653,2.99,2005-07-10,2006-02-15
761,28,1,5817,5.99,2005-07-10,2006-02-15
762,28,2,6032,0.99,2005-07-11,2006-02-15
763,28,2,6476,0.99,2005-07-12,2006-02-15
764,28,1,7580,9.99,2005-07-27,2006-02-15
765,28,1,8464,4.99,2005-07-29,2006-02-15
766,28,1,8901,2.99,2005-07-30,2006-02-15
767,28,2,9544,2.99,2005-07-31,2006-02-15
768,28,2,9593,4.99,2005-07-31,2006-02-15
769,28,2,9705,4.99,2005-07-31,2006-02-15
770,28,2,10116,2.99,2005-07-31,2006-02-15
771,28,2,10294,6.99,2005-08-01,2006-02-15
772,28,1,11444,2.99,2005-08-02,2006-02-15
773,28,1,11856,3.99,2005-08-17,2006-02-15
774,28,2,12190,2.99,2005-08-18,2006-02-15
775,28,1,12359,0.99,2005-08-18,2006-02-15
776,28,1,12708,2.99,2005-08-18,2006-02-15
777,28,2,13783,4.99,2005-08-20,2006-02-15
778,28,2,14540,2.99,2005-08-21,2006-02-15
779,28,1,15445,4.99,2005-08-23,2006-02-15
780,28,1,15491,2.99,2005-08-23,2006-02-15
781,28,2,12938,2.99,2006-02-14,2006-02-15
782,29,2,194,1.99,2005-05-26,2006-02-15
783,29,1,2655,0.99,2005-06-19,2006-02-15
784,29,1,2673,0.99,2005-06-19,2006-02-15
785,29,1,2701,7.99,2005-06-19,2006-02-15
786,29,1,2735,2.99,2005-06-19,2006-02-15
787,29,2,2801,2.99,2005-06-19,2006-02-15
788,29,2,2923,2.99,2005-06-20,2006-02-15
789,29,1,3324,2.99,2005-06-21,2006-02-15
790,29,2,4262,6.99,2005-07-07,2006-02-15
791,29,1,4313,0.99,2005-07-07,2006-02-15
792,29,2,4535,0.99,2005-07-08,2006-02-15
793,29,2,5442,10.99,2005-07-09,2006-02-15
794,29,1,5857,1.99,2005-07-10,2006-02-15
795,29,2,7237,3.99,2005-07-27,2006-02-15
796,29,1,7451,6.99,2005-07-27,2006-02-15
797,29,1,7453,0.99,2005-07-27,2006-02-15
798,29,2,8673,2.99,2005-07-29,2006-02-15
799,29,2,9392,4.99,2005-07-30,2006-02-15
800,29,1,9946,4.99,2005-07-31,2006-02-15
801,29,1,10543,5.99,2005-08-01,2006-02-15
802,29,2,10899,1.99,2005-08-02,2006-02-15
803,29,1,11079,4.99,2005-08-02,2006-02-15
804,29,2,11962,2.99,2005-08-17,2006-02-15
805,29,1,12488,4.99,2005-08-18,2006-02-15
806,29,1,12508,2.99,2005-08-18,2006-02-15
807,29,2,12569,6.99,2005-08-18,2006-02-15
808,29,2,12615,6.99,2005-08-18,2006-02-15
809,29,2,13173,2.99,2005-08-19,2006-02-15
810,29,1,13436,0.99,2005-08-19,2006-02-15
811,29,2,13777,2.99,2005-08-20,2006-02-15
812,29,1,13832,3.99,2005-08-20,2006-02-15
813,29,1,14174,0.99,2005-08-21,2006-02-15
814,29,1,14703,4.99,2005-08-21,2006-02-15
815,29,1,14985,7.99,2005-08-22,2006-02-15
816,29,1,14997,5.99,2005-08-22,2006-02-15
817,29,2,15577,0.99,2006-02-14,2006-02-15
818,30,2,1874,1.99,2005-06-17,2006-02-15
819,30,2,1895,2.99,2005-06-17,2006-02-15
820,30,2,2154,4.99,2005-06-17,2006-02-15
821,30,2,2730,2.99,2005-06-19,2006-02-15
822,30,1,3964,4.99,2005-07-06,2006-02-15
823,30,2,4471,2.99,2005-07-08,2006-02-15
824,30,2,4642,2.99,2005-07-08,2006-02-15
825,30,2,5028,5.99,2005-07-09,2006-02-15
826,30,1,5108,9.99,2005-07-09,2006-02-15
827,30,1,5289,0.99,2005-07-09,2006-02-15
828,30,2,5972,7.99,2005-07-11,2006-02-15
829,30,1,6249,0.99,2005-07-11,2006-02-15
830,30,2,6359,2.99,2005-07-11,2006-02-15
831,30,2,7394,2.99,2005-07-27,2006-02-15
832,30,2,7769,4.99,2005-07-28,2006-02-15
833,30,1,8030,4.99,2005-07-28,2006-02-15
834,30,2,8038,4.99,2005-07-28,2006-02-15
835,30,1,8083,4.99,2005-07-28,2006-02-15
836,30,1,8641,2.99,2005-07-29,2006-02-15
837,30,2,9309,2.99,2005-07-30,2006-02-15
838,30,2,9551,0.99,2005-07-31,2006-02-15
839,30,1,9641,0.99,2005-07-31,2006-02-15
840,30,1,9998,2.99,2005-07-31,2006-02-15
841,30,1,10235,6.99,2005-08-01,2006-02-15
842,30,1,12240,2.99,2005-08-18,2006-02-15
843,30,1,12546,2.99,2005-08-18,2006-02-15
844,30,2,12758,0.99,2005-08-18,2006-02-15
845,30,1,13435,0.99,2005-08-19,2006-02-15
846,30,1,13682,4.99,2005-08-20,2006-02-15
847,30,1,14339,0.99,2005-08-21,2006-02-15
848,30,1,14585,2.99,2005-08-21,2006-02-15
849,30,1,15063,4.99,2005-08-22,2006-02-15
850,30,1,15544,4.99,2005-08-23,2006-02-15
851,30,2,15829,2.99,2005-08-23,2006-02-15
852,31,2,1656,4.99,2005-06-16,2006-02-15
853,31,1,1838,1.99,2005-06-16,2006-02-15
854,31,1,2233,0.99,2005-06-18,2006-02-15
855,31,2,2341,6.99,2005-06-18,2006-02-15
856,31,1,2396,7.99,2005-06-18,2006-02-15
857,31,2,2438,0.99,2005-06-18,2006-02-15
858,31,1,2530,0.99,2005-06-19,2006-02-15
859,31,2,2648,4.99,2005-06-19,2006-02-15
860,31,2,3117,2.99,2005-06-20,2006-02-15
861,31,2,3172,1.99,2005-06-20,2006-02-15
862,31,1,3205,0.99,2005-06-21,2006-02-15
863,31,1,3701,4.99,2005-07-06,2006-02-15
864,31,2,3967,4.99,2005-07-06,2006-02-15
865,31,1,4122,6.99,2005-07-07,2006-02-15
866,31,2,4738,9.99,2005-07-08,2006-02-15
867,31,1,6208,3.99,2005-07-11,2006-02-15
868,31,2,6580,4.99,2005-07-12,2006-02-15
869,31,1,7000,1.99,2005-07-27,2006-02-15
870,31,2,7138,3.99,2005-07-27,2006-02-15
871,31,2,7178,2.99,2005-07-27,2006-02-15
872,31,2,7464,2.99,2005-07-27,2006-02-15
873,31,2,8997,0.99,2005-07-30,2006-02-15
874,31,2,12085,4.99,2005-08-17,2006-02-15
875,31,1,12377,0.99,2005-08-18,2006-02-15
876,31,2,15682,6.99,2005-08-23,2006-02-15
877,31,2,15816,6.99,2005-08-23,2006-02-15
878,32,2,483,4.99,2005-05-27,2006-02-15
879,32,2,803,4.99,2005-05-29,2006-02-15
880,32,2,1067,4.99,2005-05-31,2006-02-15
881,32,2,1887,6.99,2005-06-17,2006-02-15
882,32,2,2160,0.99,2005-06-17,2006-02-15
883,32,2,2624,5.99,2005-06-19,2006-02-15
884,32,2,2891,1.99,2005-06-20,2006-02-15
885,32,1,3500,2.99,2005-07-06,2006-02-15
886,32,1,4434,2.99,2005-07-07,2006-02-15
887,32,2,4771,2.99,2005-07-08,2006-02-15
888,32,2,4899,0.99,2005-07-08,2006-02-15
889,32,1,5307,9.99,2005-07-09,2006-02-15
890,32,1,5767,0.99,2005-07-10,2006-02-15
891,32,1,5954,2.99,2005-07-10,2006-02-15
892,32,1,6122,3.99,2005-07-11,2006-02-15
893,32,2,6450,2.99,2005-07-12,2006-02-15
894,32,1,7084,6.99,2005-07-27,2006-02-15
895,32,1,7589,5.99,2005-07-27,2006-02-15
896,32,1,7793,2.99,2005-07-28,2006-02-15
897,32,2,8390,5.99,2005-07-29,2006-02-15
898,32,2,8453,2.99,2005-07-29,2006-02-15
899,32,2,8914,2.99,2005-07-30,2006-02-15
900,32,1,11135,4.99,2005-08-02,2006-02-15
901,32,2,11831,4.99,2005-08-17,2006-02-15
902,32,2,12414,9.99,2005-08-18,2006-02-15
903,32,1,13736,8.99,2005-08-20,2006-02-15
904,32,1,13931,1.99,2005-08-20,2006-02-15
905,32,1,14075,0.99,2005-08-20,2006-02-15
906,32,2,14570,5.99,2005-08-21,2006-02-15
907,33,1,165,2.99,2005-05-26,2006-02-15
908,33,1,1301,10.99,2005-06-15,2006-02-15
909,33,2,3173,8.99,2005-06-20,2006-02-15
910,33,1,4095,5.99,2005-07-07,2006-02-15
911,33,1,5421,0.99,2005-07-09,2006-02-15
912,33,1,5723,4.99,2005-07-10,2006-02-15
913,33,2,6280,0.99,2005-07-11,2006-02-15
914,33,1,7992,4.99,2005-07-28,2006-02-15
915,33,1,9040,4.99,2005-07-30,2006-02-15
916,33,2,9085,4.99,2005-07-30,2006-02-15
917,33,1,9254,1.99,2005-07-30,2006-02-15
918,33,2,10335,2.99,2005-08-01,2006-02-15
919,33,1,10870,4.99,2005-08-02,2006-02-15
920,33,1,13241,7.99,2005-08-19,2006-02-15
921,33,1,13858,2.99,2005-08-20,2006-02-15
922,33,1,13958,7.99,2005-08-20,2006-02-15
923,33,1,14002,0.99,2005-08-20,2006-02-15
924,33,1,14623,0.99,2005-08-21,2006-02-15
925,33,1,15096,5.99,2005-08-22,2006-02-15
926,33,2,15115,2.99,2005-08-22,2006-02-15
927,33,1,12277,0.99,2006-02-14,2006-02-15
928,34,1,1900,4.99,2005-06-17,2006-02-15
929,34,2,2257,5.99,2005-06-18,2006-02-15
930,34,1,3150,0.99,2005-06-20,2006-02-15
931,34,2,3508,3.99,2005-07-06,2006-02-15
932,34,1,3911,2.99,2005-07-06,2006-02-15
933,34,1,5188,4.99,2005-07-09,2006-02-15
934,34,2,5643,4.99,2005-07-10,2006-02-15
935,34,2,5918,5.99,2005-07-10,2006-02-15
936,34,2,7015,2.99,2005-07-27,2006-02-15
937,34,2,7124,2.99,2005-07-27,2006-02-15
938,34,1,7532,0.99,2005-07-27,2006-02-15
939,34,1,9160,3.99,2005-07-30,2006-02-15
940,34,1,10523,0.99,2005-08-01,2006-02-15
941,34,1,10615,4.99,2005-08-01,2006-02-15
942,34,2,11096,0.99,2005-08-02,2006-02-15
943,34,1,11505,2.99,2005-08-16,2006-02-15
944,34,2,11701,4.99,2005-08-17,2006-02-15
945,34,2,12286,2.99,2005-08-18,2006-02-15
946,34,1,12599,2.99,2005-08-18,2006-02-15
947,34,1,12651,0.99,2005-08-18,2006-02-15
948,34,1,13371,4.99,2005-08-19,2006-02-15
949,34,2,13949,2.99,2005-08-20,2006-02-15
950,34,1,14686,5.99,2005-08-21,2006-02-15
951,34,2,14701,7.99,2005-08-21,2006-02-15
952,35,2,47,3.99,2005-05-25,2006-02-15
953,35,1,424,6.99,2005-05-27,2006-02-15
954,35,1,1579,0.99,2005-06-16,2006-02-15
955,35,1,1989,2.99,2005-06-17,2006-02-15
956,35,1,2229,4.99,2005-06-18,2006-02-15
957,35,1,2231,0.99,2005-06-18,2006-02-15
958,35,1,2743,2.99,2005-06-19,2006-02-15
959,35,2,3112,4.99,2005-06-20,2006-02-15
960,35,2,3597,2.99,2005-07-06,2006-02-15
961,35,2,4098,4.99,2005-07-07,2006-02-15
962,35,2,4990,0.99,2005-07-09,2006-02-15
963,35,1,5013,2.99,2005-07-09,2006-02-15
964,35,2,5323,0.99,2005-07-09,2006-02-15
965,35,1,5916,5.99,2005-07-10,2006-02-15
966,35,1,5963,0.99,2005-07-10,2006-02-15
967,35,1,6147,5.99,2005-07-11,2006-02-15
968,35,1,6401,4.99,2005-07-11,2006-02-15
969,35,1,6565,4.99,2005-07-12,2006-02-15
970,35,1,6572,4.99,2005-07-12,2006-02-15
971,35,1,7140,4.99,2005-07-27,2006-02-15
972,35,1,8822,6.99,2005-07-29,2006-02-15
973,35,1,8971,5.99,2005-07-30,2006-02-15
974,35,2,9033,2.99,2005-07-30,2006-02-15
975,35,1,9579,6.99,2005-07-31,2006-02-15
976,35,1,11298,1.99,2005-08-02,2006-02-15
977,35,1,11452,7.99,2005-08-02,2006-02-15
978,35,1,11645,4.99,2005-08-17,2006-02-15
979,35,1,12055,4.99,2005-08-17,2006-02-15
980,35,1,13735,2.99,2005-08-20,2006-02-15
981,35,1,14110,0.99,2005-08-21,2006-02-15
982,35,2,14124,2.99,2005-08-21,2006-02-15
983,35,2,14735,4.99,2005-08-21,2006-02-15
984,36,1,349,0.99,2005-05-27,2006-02-15
985,36,1,716,0.99,2005-05-29,2006-02-15
986,36,2,2741,0.99,2005-06-19,2006-02-15
987,36,2,4135,0.99,2005-07-07,2006-02-15
988,36,2,4560,4.99,2005-07-08,2006-02-15
989,36,2,4762,4.99,2005-07-08,2006-02-15
990,36,1,5403,0.99,2005-07-09,2006-02-15
991,36,2,6030,0.99,2005-07-11,2006-02-15
992,36,1,7205,6.99,2005-07-27,2006-02-15
993,36,1,7647,0.99,2005-07-28,2006-02-15
994,36,2,7919,6.99,2005-07-28,2006-02-15
995,36,2,8099,0.99,2005-07-28,2006-02-15
996,36,1,8391,2.99,2005-07-29,2006-02-15
997,36,1,8952,4.99,2005-07-30,2006-02-15
998,36,1,9369,2.99,2005-07-30,2006-02-15
999,36,2,9805,0.99,2005-07-31,2006-02-15
1000,36,2,10525,2.99,2005-08-01,2006-02-15
